label,left_knee,left_hip,right_hip,right_knee
haut,177.69314096044394,179.52187752897694,169.46654664495193,177.40329798511885
haut,177.8806875783681,179.64134918554512,169.14264929936425,177.11280548004584
haut,177.02716984756572,179.19721296509903,168.7895979808493,177.21164467633065
haut,179.24128765082722,177.99433040828163,170.2372852212664,177.20187548807255
haut,179.5618157271931,176.89523491359378,170.7735778700512,177.27599957563515
haut,178.58041720447324,174.24113925193873,172.20774308572157,178.2593136869209
haut,176.32025696730332,172.14395626195378,172.70144073731694,179.09355035237832
milieu,175.39242521466912,170.85093019145665,173.9856409673135,179.60097307683114
milieu,175.08275171797374,169.13544987546948,176.07038414724911,178.77894953866422
milieu,174.60761180488743,168.180213059652,177.08084357557817,179.4250578495687
